,file,sentence,word_labels
336,101039b910641c,"IR (KBr pellet , cm-1 ) : 3435 ( b ) , 3214 ( w ) , 3117 ( w ) , 1655 ( s ) , 1591 ( m ) , 1536 ( w ) , 1487 ( s ) , 1433 ( w ) , 1103 ( m ) , 1080 ( m ) , 1055 ( m ) , 1021 ( w ) , 981 ( s ) , 880 ( w ) , 765 ( w ) , 626 ( w ) .","B,B,B,O,B,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
337,101039b910641c,Anal .,"B,I"
338,101039b910641c,Calcd .,"I,I"
339,101039b910641c,"for C13 H11 Cu F N3 O5 P V: C , 34 .","O,B,B,B,B,B,B,O,O,B,O,O,O"
340,101039b910641c,"3; H , 2 .","O,B,O,O,O"
341,101039b910641c,"42; N , 9 .","O,B,O,O,O"
342,101039b910641c,26 .,"O,O"
343,101039b910641c,"Found: C , 34 .","B,B,O,O,O"
344,101039b910641c,"8; H , 2 .","O,B,O,O,O"
345,101039b910641c,"25; N , 8 .","O,B,O,O,O"
346,101039b910641c,88 .,"O,O"
347,101039b910641c,Synthesis of [Cu ( bpy ) VO2 { ( HO3P ) 3C6H3}]*1 .,"B,O,B,I,I,I,I,I,I,I,I,I,I"
348,101039b910641c,5H2O (12*1 .,"I,I,I"
349,101039b910641c,5H2O ) .,"I,I,O"
350,101039b910641c,The solution of V2O5 (0 .,"O,B,O,B,O,O"
351,101039b910641c,"076 g , 0 .","O,B,O,O,O"
352,101039b910641c,"42 mmol ) , cupric nitrate hydrate (0 .","O,B,O,O,B,I,I,O,O"
353,101039b910641c,"202 g , 0 .","O,B,O,O,O"
354,101039b910641c,"87 mmol ) , 2 , 2'-dipyridyl (0 .","O,B,O,O,B,I,I,O,O"
355,101039b910641c,"065 g , 0 .","O,B,O,O,O"
356,101039b910641c,"42 mmol ) , 1 , 3 , 5-phenyltriphosphonic acid (0 .","O,B,O,O,B,I,I,I,I,I,O,O"
357,101039b910641c,"069 g , 0 .","O,B,O,O,O"
358,101039b910641c,"22 mmol ) , H2O (5 .","O,B,O,O,B,O,O"
359,101039b910641c,"00 mL , 277 .","O,B,O,O,O"
360,101039b910641c,"47 mmol ) and HF (400 uL , 11 .","O,B,O,O,B,O,B,O,O,O"
361,101039b910641c,60 mmol ) in the mole ratio 1 .,"O,B,O,O,O,B,I,O,O"
362,101039b910641c,92:4 .,"O,O"
363,101039b910641c,00:1 .,"O,O"
364,101039b910641c,92:1 .,"O,O"
365,101039b910641c,00:1280:53 .,"O,O"
366,101039b910641c,46 was heated to 150 degC for 72 h and provided blue blocks of 12 in 60% yield (initial pH:1 .,"O,O,B,O,O,O,O,O,O,O,B,B,B,O,O,O,B,B,O,O,O"
367,101039b910641c,"0 , final pH:1 .","O,O,O,O,O"
368,101039b910641c,0 ) .,"O,O,O"
369,101039b910641c,"IR (KBr pellet , cm-1 ) : 3392 ( b ) , 1607 ( m ) , 1577 ( w ) , 1474 ( w ) , 1446 ( m ) , 1180 ( s ) , 1058 ( m ) , 1034 ( m ) , 949 ( s ) , 804 ( w ) , 777 ( m ) , 706 ( w ) , 527 ( m ) .","B,B,B,O,B,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
370,101039b910641c,The reaction of V2O5 (0 .,"O,O,O,B,O,O"
371,101039b910641c,"078 g , 0 .","O,B,O,O,O"
372,101039b910641c,"43 mmol ) , cupric nitrate hydrate (0 .","O,B,O,O,B,I,I,O,O"
373,101039b910641c,"205 g , 0 .","O,B,O,O,O"
374,101039b910641c,"88 mmol ) , 2 , 2'-dipyridyl (0 .","O,B,O,O,B,I,I,O,O"
375,101039b910641c,"066 g , 0 .","O,B,O,O,O"
376,101039b910641c,"42 mmol ) , 1 , 3 , 5-phenyltriphosphonic acid (0 .","O,B,O,O,B,I,I,I,I,I,O,O"
377,101039b910641c,"06 7g , 0 .","O,B,O,O,O"
378,101039b910641c,"21 mmol ) , H2O (5 .","O,B,O,O,B,O,O"
379,101039b910641c,"00 mL , 277 .","O,B,O,O,O"
380,101039b910641c,"47 mmol ) and HF (100 uL , 2 .","O,B,O,O,B,O,B,O,O,O"
381,101039b910641c,90 mmol ) in the mole ratio 2 .,"O,B,O,O,O,B,I,O,O"
382,101039b910641c,03:4 .,"O,O"
383,101039b910641c,18:2 .,"O,O"
384,101039b910641c,00:1 .,"O,O"
385,101039b910641c,00:1315:13 .,"O,O"
386,101039b910641c,74 at 180 degC for 72 h produced green needles of 13 in 40% yield (initial pH:1 .,"O,O,O,O,O,O,O,B,B,B,O,O,O,B,B,O,O,O"
387,101039b910641c,"0 , final pH:1 .","O,O,O,O,O"
388,101039b910641c,0 ) .,"O,O,O"
389,101039b910641c,"IR (KBr pellet , cm-1 ) : 3448 ( b ) , 1555 ( w ) , 1492 ( w ) , 996 ( m ) , 964 ( s ) , 906 ( w ) , 815 ( s ) , 764 ( w ) , 661 ( m ) , 535 ( w ) .","B,B,B,O,B,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
390,101039b910641c,The reactants V2O5 (0 .,"O,B,B,O,O"
391,101039b910641c,"080 g , 0 .","O,B,O,O,O"
392,101039b910641c,"44 mmol ) , cupric nitrate hydrate (0 .","O,B,O,O,B,I,I,O,O"
393,101039b910641c,"205 g , 0 .","O,B,O,O,O"
394,101039b910641c,"88 mmol ) , 1 , 10-phenanthroline (0 .","O,B,O,O,B,I,I,O,O"
395,101039b910641c,"083 g , 0 .","O,B,O,O,O"
396,101039b910641c,"46 mmol ) , 1 , 3 , 5-phenyltriphosphonic acid (0 .","O,B,O,O,B,I,I,I,I,I,O,O"
397,101039b910641c,"069 g , 0 .","O,B,O,O,O"
398,101039b910641c,"22 mmol ) , H2O (5 .","O,B,O,O,B,O,O"
399,101039b910641c,"00 mL , 277 .","O,B,O,O,O"
400,101039b910641c,"47 mmol ) and HF (100 uL , 2 .","O,B,O,O,B,O,B,O,O,O"
401,101039b910641c,90 mmol ) in the mole ratio 2 .,"O,B,O,O,O,B,I,O,O"
402,101039b910641c,03:4 .,"O,O"
403,101039b910641c,06:2 .,"O,O"
404,101039b910641c,12:1 .,"O,O"
405,101039b910641c,00:1279:11 .,"O,O"
406,101039b910641c,34 were stirred briefly before heating to 180 degC for 72 h .,"O,O,B,B,O,B,O,O,O,O,O,O,O"
407,101039b910641c,The initial and final pH values were 1 .,"O,O,O,O,O,O,O,O,O"
408,101039b910641c,0 and 1 .,"O,O,O,O"
409,101039b910641c,"0 , respectively .","O,O,O,O"
410,101039b910641c,Green needles of 14 suitable for X-ray diffraction were isolated in 15% yield .,"B,B,O,O,O,O,B,I,O,B,O,B,B,O"
411,101039b910641c,"IR (KBr pellet , cm-1 ) : 3435 ( b ) , 3064 ( m ) , 1428 ( w ) , 1165 ( w ) , 1135 ( m ) , 1072 ( s ) , 1002 ( m ) , 979 ( w ) , 928 ( m ) , 859 ( m ) , 721 ( w ) .","B,B,B,O,B,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
412,101039b910641c,A mixture of V2O5 (0 .,"O,B,O,B,O,O"
413,101039b910641c,"078 g , 0 .","O,B,O,O,O"
414,101039b910641c,"429 mmol ) , cupric nitrate hydrate (0 .","O,B,O,O,B,I,I,O,O"
415,101039b910641c,"203 g , 0 .","O,B,O,O,O"
416,101039b910641c,"873 mmol ) , 2-pyridyl carboxylic acid (0 .","O,B,O,O,B,I,I,O,O"
417,101039b910641c,"060 g , 0 .","O,B,O,O,O"
418,101039b910641c,"487 mmol ) , 1 , 3-phenyldiphosphonic acid (0 .","O,B,O,O,B,I,I,I,O,O"
419,101039b910641c,"048 g , 0 .","O,B,O,O,O"
420,101039b910641c,"202 mmol ) , H2O (5 .","O,B,O,O,B,O,O"
421,101039b910641c,"00 mL , 277 .","O,B,O,O,O"
422,101039b910641c,"47 mmol ) , and HF (0 .","O,B,O,O,O,B,O,O"
423,101039b910641c,"200 mL , 5 .","O,B,O,O,O"
424,101039b910641c,80 mmol ) in the mole ratio 2 .,"O,B,O,O,O,B,I,O,O"
425,101039b910641c,12:4 .,"O,O"
426,101039b910641c,32:2 .,"O,O"
427,101039b910641c,41:1 .,"O,O"
428,101039b910641c,00:1374:28 .,"O,O"
429,101039b910641c,71 was heated to 135 degC for 48 h .,"O,O,B,O,O,O,O,O,O,O"
430,101039b910641c,Initial and final pH values of 1 .,"O,O,O,O,O,O,O,O"
431,101039b910641c,0 and 1 .,"O,O,O,O"
432,101039b910641c,"0 , respectively , were recorded .","O,O,O,O,O,O,O"
433,101039b910641c,Blue needles of 15 suitable for X-ray diffraction were isolated in 30% yield after slow evaporation of resultant blue solution .,"B,B,O,O,O,O,B,I,O,B,O,B,B,O,B,B,O,O,B,B,O"
434,101039b910641c,"IR (KBr pellet , cm-1 ) : 3384 ( b ) , 3101 ( w ) , 3076 ( w ) , 1603 ( m ) , 1484 ( w ) , 1452 ( w ) , 1409 ( s ) , 1301 ( w ) , 1269 ( w ) , 1189 ( m ) , 1086 ( s ) , 1110 ( m ) , 1052 ( m ) , 936 ( s ) , 792 ( w ) , 763 ( m ) , 693 ( m ) , 526 ( m ) , 463 ( m ) .","B,B,B,O,B,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
435,101039b910641c,Anal .,"B,I"
436,101039b910641c,Calcd .,"I,I"
437,101039b910641c,"for C18 H18 Cu N2 O11 P2: C , 38 .","O,B,B,B,B,B,O,B,O,O,O"
438,101039b910641c,"3; H , 3 .","O,B,O,O,O"
439,101039b910641c,"19; N , 4 .","O,B,O,O,O"
440,101039b910641c,97 .,"O,O"
441,101039b910641c,"Found: C , 38 .","B,B,O,O,O"
442,101039b910641c,"5; H , 3 .","O,B,O,O,O"
443,101039b910641c,"01; N , 4 .","O,B,O,O,O"
444,101039b910641c,72 .,"O,O"
445,101039b910641c,A mixture of V2O5 (0 .,"O,B,O,B,O,O"
446,101039b910641c,"079 g , 0 .","O,B,O,O,O"
447,101039b910641c,"434 mmol ) , cupric acetate hydrate (0 .","O,B,O,O,B,I,I,O,O"
448,101039b910641c,"204 g , 0 .","O,B,O,O,O"
449,101039b910641c,"877 mmol ) , 2-pyridyl carboxylic acid (0 .","O,B,O,O,B,I,I,O,O"
450,101039b910641c,"128 g , 1 .","O,B,O,O,O"
451,101039b910641c,"039 mmol ) , 1 , 4-phenyldiphosphonic acid (0 .","O,B,O,O,B,I,I,I,O,O"
452,101039b910641c,"049 g , 0 .","O,B,O,O,O"
453,101039b910641c,"206 mmol ) , H2O (5 .","O,B,O,O,B,O,O"
454,101039b910641c,"00 mL , 277 .","O,B,O,O,O"
455,101039b910641c,"47 mmol ) , and HF (0 .","O,B,O,O,O,B,O,O"
456,101039b910641c,"400 mL , 11 .","O,B,O,O,O"
457,101039b910641c,60 mmol ) with the mole ratio 2 .,"O,B,O,O,O,B,I,O,O"
458,101039b910641c,11:4 .,"O,O"
459,101039b910641c,26:5 .,"O,O"
460,101039b910641c,04:1 .,"O,O"
461,101039b910641c,00:1347:56 .,"O,O"
462,101039b910641c,31 .,"O,O"
463,101039b910641c,The reaction was stirred briefly before heating to 120 degC for 72 h with an initial and final pH of 1 .,"O,O,O,B,B,O,B,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
464,101039b910641c,"0 , 1 .","O,O,O,O"
465,101039b910641c,0 .,"O,O"
466,101039b910641c,Blue blocks of 16 were isolated in 85% yield and were suitable for X-ray diffraction .,"B,B,O,O,O,B,O,B,B,O,O,O,O,B,I,O"
467,101039b910641c,"IR (KBr pellet , cm-1 ) : 3490 ( b ) , 1700 ( m ) , 1560 ( m ) , 1399 ( s ) , 1299 ( m ) , 1268 ( w ) , 996 ( m ) , 923 ( s ) , 765 ( m ) , 711 ( w ) , 691 ( w ) , 585 ( w ) , 545 ( w ) , 465 ( w ) .","B,B,B,O,B,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
468,101039b910641c,A mixture of V2O5 (0 .,"O,B,O,B,O,O"
469,101039b910641c,"078 g , 0 .","O,B,O,O,O"
470,101039b910641c,"43 mmol ) , cupric nitrate hydrate (0 .","O,B,O,O,B,I,I,O,O"
471,101039b910641c,"200 g , 0 .","O,B,O,O,O"
472,101039b910641c,"86 mmol ) , 2 , 2'-dipyridyl (0 .","O,B,O,O,B,I,I,O,O"
473,101039b910641c,"066 g , 0 .","O,B,O,O,O"
474,101039b910641c,"42 mmol ) , 1 , 3 , 5-phenyltriphosphonic acid (0 .","O,B,O,O,B,I,I,I,I,I,O,O"
475,101039b910641c,"068 g , 0 .","O,B,O,O,O"
476,101039b910641c,"21 mmol ) , H2O (5 .","O,B,O,O,B,O,O"
477,101039b910641c,"00 mL , 277 .","O,B,O,O,O"
478,101039b910641c,"47 mmol ) and HF (800 uL , 23 .","O,B,O,O,B,O,B,O,O,O"
479,101039b910641c,20 mmol ) in the mole ratio 2 .,"O,B,O,O,O,B,I,O,O"
480,101039b910641c,00:4 .,"O,O"
481,101039b910641c,02:1 .,"O,O"
482,101039b910641c,98:1 .,"O,O"
483,101039b910641c,00:1297:108 .,"O,O"
484,101039b910641c,41 was heated to 150 degC for 72 h .,"O,O,B,O,O,O,O,O,O,O"
485,101039b910641c,Initial and final pH values of 1 .,"O,O,O,O,O,O,O,O"
486,101039b910641c,0 and 1 .,"O,O,O,O"
487,101039b910641c,"0 , respectively , were recorded .","O,O,O,O,O,O,O"
488,101039b910641c,Blue blocks of 17 suitable for X-ray diffraction were isolated in 80% yield .,"B,B,O,O,O,O,B,I,O,B,O,B,B,O"
489,101039b910641c,"IR (KBr pellet , cm-1 ) : 3372 ( b ) , 1605 ( w ) , 1446 ( m ) , 1180 ( m ) , 1138 ( w ) , 1057 ( w ) , 1034 ( w ) , 949 ( s ) , 804 ( w ) , 777 ( m ) , 705 ( m ) , 527 ( s ) , 459 ( w ) .","B,B,B,O,B,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
490,101039b910641c,The solution of V2O5 (0 .,"O,B,O,B,O,O"
491,101039b910641c,"079 g , 0 .","O,B,O,O,O"
492,101039b910641c,"43 mmol ) , cupric nitrate hydrate (0 .","O,B,O,O,B,I,I,O,O"
493,101039b910641c,"203 g , 0 .","O,B,O,O,O"
494,101039b910641c,"87 mmol ) , 2 , 2'-dipyridyl (0 .","O,B,O,O,B,I,I,O,O"
495,101039b910641c,"067 g , 0 .","O,B,O,O,O"
496,101039b910641c,"43 mmol ) , 1 , 3 , 5-phenyltriphosphonic acid (0 .","O,B,O,O,B,I,I,I,I,I,O,O"
497,101039b910641c,"067 g , 0 .","O,B,O,O,O"
498,101039b910641c,"21 mmol ) , H2O (5 .","O,B,O,O,B,O,O"
499,101039b910641c,"00 mL , 277 .","O,B,O,O,O"
500,101039b910641c,"47 mmol ) and HF (1000 uL , 29 .","O,B,O,O,B,O,B,O,O,O"
501,101039b910641c,00 mmol ) in the mole ratio 2 .,"O,B,O,O,O,B,I,O,O"
502,101039b910641c,06:4 .,"O,O"
503,101039b910641c,14:2 .,"O,O"
504,101039b910641c,03:1 .,"O,O"
505,101039b910641c,00:1315:137 .,"O,O"
506,101039b910641c,44 was heated to 120 degC for 72 h to give blue blocks of 18 in 70% yield (initial pH:1 .,"O,O,B,O,O,O,O,O,O,O,B,B,B,O,O,O,B,B,O,O,O"
507,101039b910641c,"0 , final pH:1 .","O,O,O,O,O"
508,101039b910641c,0 ) .,"O,O,O"
509,101039b910641c,"IR (KBr pellet , cm-1 ) : 3374 ( b ) , 3100 ( w ) , 1606 ( m ) , 1577 ( w ) , 1499 ( w ) , 1473 ( w ) , 1448 ( m ) , 1311 ( w ) , 1167 ( m ) , 1058 ( m ) , 928 ( s ) , 804 ( m ) , 777 ( m ) , 704 ( m ) , 537 ( s ) , 492 ( w ) .","B,B,B,O,B,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
510,101039b910641c,The reaction of V2O5 (0 .,"O,O,O,B,O,O"
511,101039b910641c,"079 g , 0 .","O,B,O,O,O"
512,101039b910641c,"43 mmol ) , cupric nitrate hydrate (0 .","O,B,O,O,B,I,I,O,O"
513,101039b910641c,"210 g , 0 .","O,B,O,O,O"
514,101039b910641c,"90 mmol ) , 1 , 10-phenanthroline (0 .","O,B,O,O,B,I,I,O,O"
515,101039b910641c,"086 g , 0 .","O,B,O,O,O"
516,101039b910641c,"48 mmol ) , 1 , 3 , 5-phenyltriphosphonic acid (0 .","O,B,O,O,B,I,I,I,I,I,O,O"
517,101039b910641c,"067 g , 0 .","O,B,O,O,O"
518,101039b910641c,"21 mmol ) , H2O (5 .","O,B,O,O,B,O,O"
519,101039b910641c,"00 mL , 277 .","O,B,O,O,O"
520,101039b910641c,"47 mmol ) and HF (800 uL , 23 .","O,B,O,O,B,O,B,O,O,O"
521,101039b910641c,20 mmol ) in the mole ratio 2 .,"O,B,O,O,O,B,I,O,O"
522,101039b910641c,06:4 .,"O,O"
523,101039b910641c,28:2 .,"O,O"
524,101039b910641c,26:1 .,"O,O"
525,101039b910641c,00:1315:109 .,"O,O"
526,101039b910641c,95 at 180 degC for 72 h produced blue blocks of 19 in 50% yield (initial pH:1 .,"O,O,O,O,O,O,O,B,B,B,O,O,O,B,B,O,O,O"
527,101039b910641c,"0 , final pH:1 .","O,O,O,O,O"
528,101039b910641c,0 ) .,"O,O,O"
529,101039b910641c,"IR (KBr pellet , cm-1 ) : 3421 ( b ) , 1655 ( m ) , 1583 ( w ) , 1519 ( m ) , 1428 ( m ) , 1402 ( w ) , 1132 ( m ) , 1116 ( m ) , 1065 ( w ) , 935 ( s ) , 849 ( m ) , 722 ( m ) , 695 ( w ) , 539 ( s ) .","B,B,B,O,B,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
530,101039b910641c,Synthesis of [Cu ( bpa ) {H2O3PC6H3 ( PO3H ) 2}]*H2O (20*H2O ) .,"B,O,B,I,I,I,I,I,I,I,I,I,I,O"
531,101039b910641c,The reactants V2O5 (0 .,"O,B,B,O,O"
532,101039b910641c,"081 g , 0 .","O,B,O,O,O"
533,101039b910641c,"45 mmol ) , cupric acetate hydrate (0 .","O,B,O,O,B,I,I,O,O"
534,101039b910641c,"211 g , 1 .","O,B,O,O,O"
535,101039b910641c,"16 mmol ) , 2 , 2'-bipyridyl amine (0 .","O,B,O,O,B,I,I,I,O,O"
536,101039b910641c,"083 g , 0 .","O,B,O,O,O"
537,101039b910641c,"49 mmol ) , 1 , 3 , 5-phenyltriphosphonic acid (0 .","O,B,O,O,B,I,I,I,I,I,O,O"
538,101039b910641c,"086 g , 0 .","O,B,O,O,O"
539,101039b910641c,"27 mmol ) , H2O (5 .","O,B,O,O,B,O,O"
540,101039b910641c,"00 mL , 277 .","O,B,O,O,O"
541,101039b910641c,"47 mmol ) and HF (800 uL , 23 .","O,B,O,O,B,O,B,O,O,O"
542,101039b910641c,20 mmol ) in the mole ratio 1 .,"O,B,O,O,O,B,I,O,O"
543,101039b910641c,65:4 .,"O,O"
544,101039b910641c,30:1 .,"O,O"
545,101039b910641c,80:1 .,"O,O"
546,101039b910641c,00:1028:85 .,"O,O"
547,101039b910641c,93 were stirred briefly before heating to 135 degC for 72 h .,"O,O,B,B,O,B,O,O,O,O,O,O,O"
548,101039b910641c,The initial and final pH values were 1 .,"O,O,O,O,O,O,O,O,O"
549,101039b910641c,0 and 1 .,"O,O,O,O"
550,101039b910641c,"0 , respectively .","O,O,O,O"
551,101039b910641c,Green blocks of 20 suitable for X-ray diffraction were isolated in 90% yield .,"B,B,O,O,O,O,B,I,O,B,O,B,B,O"
552,101039b910641c,"IR (KBr pellet , cm-1 ) : 3550 ( w ) , 3364 ( w ) , 3058 ( w ) , 3058 ( w ) , 1636 ( m ) , 1591 ( m ) , 1525 ( m ) , 1476 ( s ) , 1439 ( w ) , 1233 ( w ) , 1160 ( w ) , 1058 ( m ) , 937 ( s ) , 807 ( w ) , 770 ( m ) , 703 ( w ) , 533 ( s ) , 459 ( w ) .","B,B,B,O,B,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
0,101016jijhydene200912145,10 .,"O,O"
1,101016jijhydene200912145,1016/j .,"O,O"
2,101016jijhydene200912145,ijhydene .,"O,O"
3,101016jijhydene200912145,2009 .,"O,O"
4,101016jijhydene200912145,12 .,"O,O"
5,101016jijhydene200912145,145 Ni-P and Ni-Cu-P modified carbon catalysts for methanol electro-oxidation in KOH solution Electroless deposition solution was chosen to be as simple as possible .,"O,B,O,B,B,I,I,O,O,O,O,O,O,B,I,B,O,B,O,O,O,O,O,O,O"
6,101016jijhydene200912145,It consists of 26 .,"O,O,O,O,O"
7,101016jijhydene200912145,"27 g L-1 nickel sulphate as a source of nickel , 38 .","O,B,I,B,I,O,O,B,O,B,O,O,O"
8,101016jijhydene200912145,"71 g L-1 sodium citrate , 27 .","O,B,I,B,I,O,O,O"
9,101016jijhydene200912145,"2 g L-1 sodium acetate as a source of complexing agent to control the rate of the release of the free metal ions in the reduction solution , 21 g L-1 glycine and 38 .","O,B,I,B,I,O,O,B,O,B,B,O,B,O,O,O,O,O,O,O,O,B,I,O,O,B,B,O,O,B,I,B,O,O,O"
10,101016jijhydene200912145,"12 g L-1 sodium hypophosphite as a source of reducing agent , which also constitutes the source of phosphorus in the deposit .","O,B,I,B,I,O,O,B,O,B,B,O,O,O,B,O,B,O,B,O,O,B,O"
11,101016jijhydene200912145,0 .,"O,O"
12,101016jijhydene200912145,015 g L-1 copper sulphate was added to deposition baths for Ni-Cu-P/C coatings .,"O,B,I,B,I,O,B,O,B,B,O,B,B,O"
13,101016jijhydene200912145,"In addition to other constituents , sodium hydroxide was added as a buffering agent to control the bath pH .","O,O,O,O,O,O,B,I,O,B,O,O,B,B,O,O,O,B,O,O"
14,101016jijhydene200912145,"The effect of temperature (70-90 degC ) , pH (7-12 ) and the deposition time (30-90 min ) was investigated to achieve the optimum conditions for the electroless deposition process .","O,O,O,B,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,B,O,B,O,O,O,O,O,O,O,O,O"
15,101016jijhydene200912145,All chemicals used for the present work were of analytical reagent grade and the solutions were prepared using double distilled water .,"O,B,B,O,O,O,O,O,O,B,I,I,O,O,B,O,B,O,B,I,B,O"
0,101016jelectacta201409032,10 .,"O,O"
1,101016jelectacta201409032,1016/j .,"O,O"
2,101016jelectacta201409032,electacta .,"O,O"
3,101016jelectacta201409032,2014 .,"O,O"
4,101016jelectacta201409032,09 .,"O,O"
5,101016jelectacta201409032,032 Graphene oxide assisted solvothermal synthesis of LiMnPO4 naonplates cathode materials for lithium ion batteries Graphite oxide was prepared by oxidation of graphite powder according to the modified Hummers' method .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,B,O,B,O,B,B,O,O,O,O,B,I,O"
6,101016jelectacta201409032,"GO aqueous solution was obtained from centrifugation at 10000 rpm for 30 min following exfoliation of Graphite oxide by ultrasonication for 30 min , and the supernatant was freeze-dried to GO aerogel .","B,B,I,O,B,O,B,O,O,O,O,O,O,B,B,O,B,I,O,B,O,O,O,O,O,O,B,O,B,O,B,B,O"
7,101016jelectacta201409032,"Nanoplates of LiMnPO4 were prepared as follows: Aqueous MnSO4 (5 cm-3 , 1 mol dm-3 ) were added gradually into NMP (15 cm3 ) containing GO (20 mg ) under stirring , and the reaction lasted for 24 h .","B,O,B,O,B,O,O,B,B,O,B,O,O,B,I,O,O,B,O,O,B,O,B,O,O,B,O,B,O,O,B,O,O,O,O,B,O,O,O,O"
8,101016jelectacta201409032,"Before solvothermal process , a turbid liquid of Li3PO4 from LiOH (5 cm3 , 3 mol dm-3 ) and H3PO4 (5 cm3 1 mol dm-3 ) was added into the above suspension .","O,O,O,O,O,O,O,O,B,O,B,O,B,O,O,B,I,O,O,B,O,B,O,B,I,O,O,B,O,O,O,B,O"
9,101016jelectacta201409032,"The suspension was then transferred into a Teflon-lined stainless steel autoclave , and heated at 180 degC for 12 h .","O,B,O,O,B,O,O,B,I,I,B,O,O,B,O,O,O,O,O,O,O"
10,101016jelectacta201409032,"After cooling to room temperature , the products (namely S1 ) were filtered , washed with water and ethanol for several times and finally dried at 80 degC .","O,B,O,B,I,O,O,B,O,O,O,O,B,O,B,O,B,O,B,O,B,I,O,O,B,O,O,O,O"
11,101016jelectacta201409032,"For comparison , the reaction with 0 , 5 , 10 , 40 and 80 mg GO were carried out under the same process .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
12,101016jelectacta201409032,The product of reaction without GO is named S2 .,"O,O,O,O,O,O,O,O,O,O"
0,101016jconbuildmat201308047,10 .,"O,O"
1,101016jconbuildmat201308047,1016/j .,"O,O"
2,101016jconbuildmat201308047,conbuildmat .,"O,O"
3,101016jconbuildmat201308047,2013 .,"O,O"
4,101016jconbuildmat201308047,08 .,"O,O"
5,101016jconbuildmat201308047,047 Strength and microstructure of water treatment residue-based geopolymers containing heavy metals Geopolymer was synthesized from calcined WTR with an initial SiO2:Al2O3 ratio of 1 .,"O,O,O,O,O,O,O,O,B,O,O,O,B,O,B,O,B,B,O,O,O,B,B,O,O,O"
6,101016jconbuildmat201308047,78 .,"O,O"
7,101016jconbuildmat201308047,Analytical-grade NaOH solution from Merck was reacted with calcined and non-calcined WTR at an Na2O:Si2O ratio of 0 .,"B,B,B,O,B,O,B,O,B,I,I,B,O,O,B,B,O,O,O"
8,101016jconbuildmat201308047,25 .,"O,O"
